484
24.596748 24.596748 1.000000        Interval: 10000.000000
165 302 : 391
165 470 : 403
168 435 : 481
168 445 : 404
169 275 : 346
169 439 : 454
170 191 : 399
171 229 : 442
172 225 : 488
172 434 : 420
173 277 : 432
173 420 : 349
174 309 : 405
174 352 : 306
174 367 : 448
175 328 : 451
176 397 : 475
177 201 : 441
177 291 : 580
177 400 : 604
178 287 : 367
179 184 : 581
179 335 : 263
180 227 : 410
180 406 : 379
181 299 : 691
181 332 : 320
182 305 : 526
182 482 : 292
183 273 : 355
183 479 : 458
184 311 : 350
185 354 : 431
186 473 : 421
187 193 : 359
187 414 : 409
189 245 : 421
189 304 : 361
189 431 : 440
190 283 : 351
190 356 : 338
191 440 : 473
192 418 : 236
192 421 : 772
192 459 : 790
195 413 : 604
196 256 : 421
196 303 : 497
198 280 : 509
199 380 : 535
200 283 : 389
200 443 : 461
201 232 : 531
202 308 : 370
202 373 : 441
204 216 : 677
204 437 : 479
205 447 : 259
206 320 : 254
208 389 : 635
208 443 : 510
209 300 : 368
209 409 : 297
211 238 : 578
211 423 : 494
212 267 : 582
212 433 : 623
213 230 : 373
214 289 : 442
215 275 : 401
215 355 : 412
216 454 : 358
218 270 : 318
218 474 : 447
219 247 : 531
219 466 : 562
220 232 : 591
220 372 : 395
220 478 : 451
221 402 : 431
221 414 : 455
222 307 : 541
223 396 : 292
223 417 : 545
224 396 : 503
225 234 : 610
226 358 : 295
226 360 : 465
227 252 : 463
229 269 : 453
229 371 : 407
230 479 : 482
231 309 : 474
232 285 : 293
233 371 : 515
235 258 : 390
235 263 : 464
235 412 : 456
236 318 : 308
236 327 : 691
236 449 : 579
238 349 : 571
239 438 : 300
242 260 : 378
242 308 : 378
243 413 : 542
243 431 : 477
244 331 : 318
245 315 : 336
245 384 : 330
246 313 : 355
246 328 : 521
248 310 : 477
248 370 : 655
248 391 : 492
249 272 : 257
250 253 : 448
252 284 : 606
252 344 : 209
253 361 : 396
253 391 : 287
254 263 : 567
254 301 : 462
254 408 : 427
255 350 : 355
256 320 : 555
257 287 : 369
258 408 : 496
258 446 : 354
260 268 : 354
261 283 : 401
263 401 : 582
264 395 : 404
266 291 : 639
266 343 : 405
267 290 : 362
268 373 : 461
269 294 : 383
269 420 : 424
271 475 : 375
272 427 : 810
272 457 : 960
273 388 : 376
273 483 : 609
276 395 : 486
277 294 : 496
277 456 : 468
278 390 : 410
279 452 : 438
279 458 : 284
282 365 : 375
284 351 : 605
287 383 : 294
288 301 : 696
288 382 : 679
289 435 : 335
290 454 : 317
291 297 : 483
292 428 : 363
293 353 : 509
293 432 : 533
294 481 : 439
295 305 : 605
298 366 : 694
299 427 : 652
300 404 : 385
301 474 : 204
303 385 : 305
304 478 : 315
306 375 : 379
307 329 : 437
308 314 : 367
310 319 : 524
311 372 : 319
313 443 : 376
315 419 : 338
315 445 : 345
316 437 : 359
317 455 : 380
319 324 : 559
320 469 : 487
322 342 : 555
323 376 : 306
325 374 : 392
326 354 : 396
330 411 : 569
330 467 : 500
331 381 : 241
331 415 : 310
332 470 : 380
334 453 : 469
335 445 : 385
336 345 : 443
336 441 : 367
337 436 : 490
338 366 : 284
338 380 : 436
338 447 : 272
339 420 : 361
339 421 : 359
341 352 : 331
341 353 : 556
341 432 : 504
342 362 : 521
343 429 : 362
343 478 : 435
344 351 : 673
345 372 : 463
345 462 : 252
346 370 : 531
347 415 : 573
347 461 : 614
348 381 : 311
349 402 : 585
353 426 : 632
356 400 : 603
358 359 : 457
358 426 : 540
361 398 : 449
362 450 : 586
363 386 : 670
363 465 : 513
364 385 : 438
365 462 : 321
367 416 : 385
373 481 : 218
377 418 : 386
378 476 : 402
379 448 : 439
382 408 : 552
386 399 : 514
386 428 : 227
388 437 : 337
388 448 : 402
389 444 : 588
390 411 : 473
390 423 : 422
392 456 : 439
395 454 : 438
396 452 : 588
397 477 : 487
398 483 : 482
402 422 : 401
403 461 : 368
409 444 : 477
410 460 : 496
415 458 : 475
416 432 : 402
421 449 : 354
425 468 : 321
428 468 : 325
438 482 : 318
441 452 : 481
442 457 : 485
447 464 : 404
450 467 : 400
451 472 : 331
453 465 : 553
455 467 : 419
459 473 : 426
461 473 : 458
468 472 : 367
469 482 : 286
